source_id	source_name	human_classification	canonical_taxid	canonical_taxon_name	lookup_name
a97341f1-5f94-e511-814c-000c2902c387	Mammarenavirus latinum	RG2	3052311	Mammarenavirus latinum	Latino virus
aa916bc1-5f94-e511-814c-000c2902c387	Orthoflavivirus entebbeense	RG3	3047823	Orthoflavivirus entebbeense	Entebbe bat virus
aa9e8b6d-01e4-e711-8113-0050568253d3	Betabaculovirus epaporemae	RG1	3047824	Betabaculovirus epaporemae	Epinotia aporema granulovirus
aab9ad7b-fce3-e711-8113-0050568253d3	Alphabaculovirus thorichlaceae	RG1	3048363	Alphabaculovirus thorichlaceae	Thysanoplusia orichalcea nucleopolyhedrovirus
ab1f072d-6094-e511-814c-000c2902c387	Orthobunyavirus shuniense	RG2	3052440	Orthobunyavirus shuniense	Kaikalur virus
ab1f072d-6094-e511-814c-000c2902c387	Orthobunyavirus shuniense	RG2	3052440	Orthobunyavirus shuniense	Shuni orthobunyavirus
ab1f072d-6094-e511-814c-000c2902c387	Orthobunyavirus shuniense	RG2	3052440	Orthobunyavirus shuniense	Shuni virus
ab7241f1-5f94-e511-814c-000c2902c387	Hapavirus landjia	RG2	1972618	Hapavirus landjia	Landjia hapavirus
ab7241f1-5f94-e511-814c-000c2902c387	Hapavirus landjia	RG2	1972618	Hapavirus landjia	Landjia virus
ab957daf-5f94-e511-814c-000c2902c387	Enterovirus eibovi	RG1	3428507	Enterovirus eibovi	Bovine enterovirus 1
ab957daf-5f94-e511-814c-000c2902c387	Enterovirus eibovi	RG1	3428507	Enterovirus eibovi	Enterovirus eibovi
abf956df-5f94-e511-814c-000c2902c387	Metapneumovirus hominis	RG2	3048148	Metapneumovirus hominis	Human metapneumovirus
ac7b181b-6094-e511-814c-000c2902c387	Vesiculovirus piry	RG3	1972575	Vesiculovirus piry	Piry vesiculovirus
ac7b181b-6094-e511-814c-000c2902c387	Vesiculovirus piry	RG3	1972575	Vesiculovirus piry	Piry virus
acfa69c7-5f94-e511-814c-000c2902c387	Orthonairovirus thiaforaense	RG2	3052537	Orthonairovirus thiaforaense	Thiafora orthonairovirus
acfa69c7-5f94-e511-814c-000c2902c387	Orthonairovirus thiaforaense	RG2	3052537	Orthonairovirus thiaforaense	Thiafora virus
ae5575b5-5f94-e511-814c-000c2902c387	Avipoxvirus canarypox	RG1	3426548	Avipoxvirus canarypox	Avipoxvirus canarypox
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	11034	Sindbis virus	Sindbis virus
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	31699	Ockelbo virus	Ockelbo virus
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	3426318	Alphavirus sindbis	Alphavirus sindbis
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	3426318	Alphavirus sindbis	Pogosta virus
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	48540	Babanki virus	Babanki virus
aebc674a-339b-e811-8124-0050568253d3	Alphavirus sindbis	RG2	48542	Kyzylagach virus	Kyzylagach virus
aecbeb44-6094-e511-814c-000c2902c387	Orthonairovirus yogueense	RG2	3052541	Orthonairovirus yogueense	Yogue orthonairovirus
aecbeb44-6094-e511-814c-000c2902c387	Orthonairovirus yogueense	RG2	3052541	Orthonairovirus yogueense	Yogue virus
af1050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/New Jersey/8/1976 H1N1	RG2	114727	H1N1 subtype	Alphainfluenzavirus influenzae A/New Jersey/8/1976 H1N1
afc46dbb-5f94-e511-814c-000c2902c387	Vesiculovirus cocal	RG2	1972572	Vesiculovirus cocal	Cocal vesiculovirus
afc46dbb-5f94-e511-814c-000c2902c387	Vesiculovirus cocal	RG2	1972572	Vesiculovirus cocal	Cocal virus
b01d072d-6094-e511-814c-000c2902c387	Sunrhavirus sandjimba	RG2	2956484	Sunrhavirus sandjimba	Sandjimba virus
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	11128	Bovine coronavirus	Bovine coronavirus
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	136187	Equine coronavirus	Equine coronavirus
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	3433757	Betacoronavirus gravedinis	Betacoronavirus gravedinis
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	3433757	Betacoronavirus gravedinis	Betacoronavirus gravedinis (excluding human coronavirus OC43)
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	42005	Porcine hemagglutinating encephalomyelitis virus	Porcine hemagglutinating encephalomyelitis virus
b02b7fa9-5f94-e511-814c-000c2902c387	Betacoronavirus gravedinis (excluding human coronavirus OC43)	RG1	694003	Betacoronavirus 1	Betacoronavirus 1
b04e0c27-6094-e511-814c-000c2902c387	Curiovirus rochambeau	RG3	1985691	Curiovirus rochambeau	Rochambeau curiovirus
b04e0c27-6094-e511-814c-000c2902c387	Curiovirus rochambeau	RG3	1985691	Curiovirus rochambeau	Rochambeau virus
b0c9eb44-6094-e511-814c-000c2902c387	Alphavirus fortmorgan	RG2	3426302	Alphavirus fortmorgan	Alphavirus fortmorgan
b13647eb-5f94-e511-814c-000c2902c387	Orthoflavivirus kadamense	RG2	3048165	Orthoflavivirus kadamense	Kadam virus
b13747eb-5f94-e511-814c-000c2902c387	Orthobunyavirus keystoneense	RG2	3052406	Orthobunyavirus keystoneense	Keystone orthobunyavirus
b13747eb-5f94-e511-814c-000c2902c387	Orthobunyavirus keystoneense	RG2	3052406	Orthobunyavirus keystoneense	Keystone virus
b16d2a09-6094-e511-814c-000c2902c387	Orthopneumovirus muris	RG1	3050329	Orthopneumovirus muris	Murine orthopneumovirus
b16d2a09-6094-e511-814c-000c2902c387	Orthopneumovirus muris	RG1	3050329	Orthopneumovirus muris	Murine pneumonia virus
b16f41f1-5f94-e511-814c-000c2902c387	Sunrhavirus kolongo	RG2	2956481	Sunrhavirus kolongo	Kolongo virus
b1955cd3-5f94-e511-814c-000c2902c387	Orthobunyavirus guamaense	RG2	3052396	Orthobunyavirus guamaense	Guama orthobunyavirus
b1955cd3-5f94-e511-814c-000c2902c387	Orthobunyavirus guamaense	RG2	3052396	Orthobunyavirus guamaense	Guama virus
b1b834fd-5f94-e511-814c-000c2902c387	Alphavirus mayaro	RG2	3426306	Alphavirus mayaro	Alphavirus mayaro
b1f856df-5f94-e511-814c-000c2902c387	Enterovirus deconjuncti	RG2	3428506	Enterovirus deconjuncti	Enterovirus deconjuncti
b224826f-ffe3-e711-8113-0050568253d3	Betabaculovirus clanastomosis	RG1	3047763	Betabaculovirus clanastomosis	Clostera anastomosis granulovirus A
b31d5fd9-5f94-e511-814c-000c2902c387	Orthohepadnavirus hominoidei	RG2	3431302	Orthohepadnavirus hominoidei	Orthohepadnavirus hominoidei
b325b428-fce3-e711-8113-0050568253d3	Alphabaculovirus spliturae	RG1	3048338	Alphabaculovirus spliturae	Spodoptera litura nucleopolyhedrovirus
b32a7fa9-5f94-e511-814c-000c2902c387	Hapavirus bangoran	RG2	2955980	Hapavirus bangoran	Bangoran virus
b3c36dbb-5f94-e511-814c-000c2902c387	Pacuvirus chilibreense	RG2	3052588	Pacuvirus chilibreense	Chilibre pacuvirus
b3c36dbb-5f94-e511-814c-000c2902c387	Pacuvirus chilibreense	RG2	3052588	Pacuvirus chilibreense	Chilibre phlebovirus
b3c36dbb-5f94-e511-814c-000c2902c387	Pacuvirus chilibreense	RG2	3052588	Pacuvirus chilibreense	Chilibre virus
b40f50e5-5f94-e511-814c-000c2902c387	Lyssavirus ikoma	RG3	2956142	Lyssavirus ikoma	Ikoma lyssavirus
b436280f-6094-e511-814c-000c2902c387	Orthobunyavirus nyandoense	RG2	3052426	Orthobunyavirus nyandoense	Eretmapodites virus
b436280f-6094-e511-814c-000c2902c387	Orthobunyavirus nyandoense	RG2	3052426	Orthobunyavirus nyandoense	Nyando orthobunyavirus
b436280f-6094-e511-814c-000c2902c387	Orthobunyavirus nyandoense	RG2	3052426	Orthobunyavirus nyandoense	Nyando virus
b4573eab-151d-ea11-813b-0050568253d3	Cardiovirus rueckerti	RG1	3427730	Cardiovirus rueckerti	Cardiovirus rueckerti
b4573eab-151d-ea11-813b-0050568253d3	Cardiovirus rueckerti	RG1	3427730	Cardiovirus rueckerti	Columbia SK virus
b4573eab-151d-ea11-813b-0050568253d3	Cardiovirus rueckerti	RG1	3427730	Cardiovirus rueckerti	Encephalomyocarditis virus
b4573eab-151d-ea11-813b-0050568253d3	Cardiovirus rueckerti	RG1	3427730	Cardiovirus rueckerti	Maus Elberfeld virus
b4573eab-151d-ea11-813b-0050568253d3	Cardiovirus rueckerti	RG1	3427730	Cardiovirus rueckerti	Mengovirus
b55bad70-06e1-e711-8113-0050568253d3	Alphabaculovirus adhonmai	RG1	3047348	Alphabaculovirus adhonmai	Adoxophyes honmai nucleopolyhedrovirus
b6957daf-5f94-e511-814c-000c2902c387	Ephemerovirus febris	RG1	1972593	Ephemerovirus febris	Bovine Epizootic Fever
b6957daf-5f94-e511-814c-000c2902c387	Ephemerovirus febris	RG1	1972593	Ephemerovirus febris	Bovine fever ephemerovirus
b6957daf-5f94-e511-814c-000c2902c387	Ephemerovirus febris	RG1	1972593	Ephemerovirus febris	Three-Day Sickness
b6957daf-5f94-e511-814c-000c2902c387	Ephemerovirus febris	RG1	1972593	Ephemerovirus febris	bovine ephemeral fever virus
b7191221-6094-e511-814c-000c2902c387	Alphacoronavirus suis	RG1	11149	Transmissible gastroenteritis virus	Porcine transmissible gastroenteritis virus
b7191221-6094-e511-814c-000c2902c387	Alphacoronavirus suis	RG1	3433814	Alphacoronavirus suis	Alphacoronavirus suis
b81e5fd9-5f94-e511-814c-000c2902c387	Simplexvirus humanalpha1	RG2	3050292	Simplexvirus humanalpha1	Herpes simplex virus 1
b81e5fd9-5f94-e511-814c-000c2902c387	Simplexvirus humanalpha1	RG2	3050292	Simplexvirus humanalpha1	Human alphaherpesvirus 1
b81e5fd9-5f94-e511-814c-000c2902c387	Simplexvirus humanalpha1	RG2	3050292	Simplexvirus humanalpha1	Human herpesvirus 1
b81f5fd9-5f94-e511-814c-000c2902c387	Orthonairovirus bushkeyense	RG2	3052510	Orthonairovirus bushkeyense	Hughes orthonairovirus
b81f5fd9-5f94-e511-814c-000c2902c387	Orthonairovirus bushkeyense	RG2	3052510	Orthonairovirus bushkeyense	Hughes virus
b85cf33e-6094-e511-814c-000c2902c387	Alphavirus una	RG2	3426321	Alphavirus una	Alphavirus una
b93547eb-5f94-e511-814c-000c2902c387	Jemez Springs virus	RG3	466215	Jemez Springs virus	Jemez Springs virus
ba359c96-10be-ef11-817d-0050568252cc	Alphainfluenzavirus influenzae H5N3	RG3	119221	H5N3 subtype	Alphainfluenzavirus influenzae H5N3
ba54c34a-b3e1-e711-8113-0050568253d3	Alphabaculovirus lafiscellariae	RG1	3048172	Alphabaculovirus lafiscellariae	Lambdina fiscellaria nucleopolyhedrovirus
baaa899d-5f94-e511-814c-000c2902c387	Mastadenovirus adami	RG2	3241402	Mastadenovirus adami	Human adenovirus A
baaa899d-5f94-e511-814c-000c2902c387	Mastadenovirus adami	RG2	3241402	Mastadenovirus adami	Mastadenovirus adami
bab734fd-5f94-e511-814c-000c2902c387	Orthomarburgvirus marburgense	RG4	3052505	Orthomarburgvirus marburgense	Marburg haemorrhagic fever virus
bab734fd-5f94-e511-814c-000c2902c387	Orthomarburgvirus marburgense	RG4	3052505	Orthomarburgvirus marburgense	Marburg marburgvirus
bab734fd-5f94-e511-814c-000c2902c387	Orthomarburgvirus marburgense	RG4	3052505	Orthomarburgvirus marburgense	Marburg virus
bab734fd-5f94-e511-814c-000c2902c387	Orthomarburgvirus marburgense	RG4	3052505	Orthomarburgvirus marburgense	Ravn virus
babd359e-a395-ed11-8161-0050568253d3	Alphainfluenzavirus influenzae H2N5	RG3	282134	H2N5 subtype	Alphainfluenzavirus influenzae H2N5
bacaeb44-6094-e511-814c-000c2902c387	Xenotropic Murine Leukemia Virus-related virus	RG2	438045	Xenotropic MuLV-related virus	Xenotropic Murine Leukemia Virus-related virus
baed5ad9-1fb3-ef11-817d-0050568252cc	Alphainfluenzavirus influenzae H8N4	RG2	142943	H8N4 subtype	Alphainfluenzavirus influenzae H8N4
bafa56df-5f94-e511-814c-000c2902c387	Orthopneumovirus hominis	RG2	3049954	Orthopneumovirus hominis	Human orthopneumovirus
bafa56df-5f94-e511-814c-000c2902c387	Orthopneumovirus hominis	RG2	3049954	Orthopneumovirus hominis	Human respiratory syncytial virus
bafb69c7-5f94-e511-814c-000c2902c387	Alphavirus everglades	RG3	3426301	Alphavirus everglades	Alphavirus everglades
bb2b7fa9-5f94-e511-814c-000c2902c387	Bandavirus bhanjanagarense	RG3	3051989	Bandavirus bhanjanagarense	Bhanja virus
bbc16dbb-5f94-e511-814c-000c2902c387	Orthobunyavirus catuense (Catu virus)	RG2	3052389	Orthobunyavirus catuense	Catu orthobunyavirus
bbc16dbb-5f94-e511-814c-000c2902c387	Orthobunyavirus catuense (Catu virus)	RG2	3052389	Orthobunyavirus catuense	Orthobunyavirus catuense (Catu virus)
bc181221-6094-e511-814c-000c2902c387	Betaarterivirus europensis	RG1	2499680	Betaarterivirus suid 1	Blue-Ear Pig Disease
bc181221-6094-e511-814c-000c2902c387	Betaarterivirus europensis	RG1	3411021	Betaarterivirus europensis	Betaarterivirus europensis
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Dobrava virus
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Dobrava-Belgrade orthohantavirus
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Dobrava-Belgrade virus
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Kurkino virus
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Saaremaa virus
bc8f6bc1-5f94-e511-814c-000c2902c387	Orthohantavirus dobravaense	RG3	3052477	Orthohantavirus dobravaense	Sochi virus
bc9c60cd-5f94-e511-814c-000c2902c387	Avipoxvirus fowlpox	RG1	3426550	Avipoxvirus fowlpox	Avipoxvirus fowlpox
bd1250e5-5f94-e511-814c-000c2902c387	Vesiculovirus isfahan	RG2	1972573	Vesiculovirus isfahan	Isfahan vesiculovirus
bd1250e5-5f94-e511-814c-000c2902c387	Vesiculovirus isfahan	RG2	1972573	Vesiculovirus isfahan	Isfahan virus
bd918c22-16fd-e611-8103-0050568253d3	Alphainfluenzavirus influenzae H12N5	RG2	142951	H12N5 subtype	Alphainfluenzavirus influenzae H12N5
be91ff32-6094-e511-814c-000c2902c387	Orthohantavirus sinnombreense	RG3	3052499	Orthohantavirus sinnombreense	Muerto Canyon Virus
be91ff32-6094-e511-814c-000c2902c387	Orthohantavirus sinnombreense	RG3	3052499	Orthohantavirus sinnombreense	New York virus
be91ff32-6094-e511-814c-000c2902c387	Orthohantavirus sinnombreense	RG3	3052499	Orthohantavirus sinnombreense	Sin Nombre orthohantavirus
be91ff32-6094-e511-814c-000c2902c387	Orthohantavirus sinnombreense	RG3	3052499	Orthohantavirus sinnombreense	Sin Nombre virus
be967daf-5f94-e511-814c-000c2902c387	Pestivirus A	RG1	11099	Bovine viral diarrhea virus 1	Mucosal disease virus
be967daf-5f94-e511-814c-000c2902c387	Pestivirus A	RG1	3052619	Orthopestivirus bovis	Bovine viral diarrhea virus
be967daf-5f94-e511-814c-000c2902c387	Pestivirus A	RG1	3052619	Orthopestivirus bovis	Orthopestivirus bovis
be967daf-5f94-e511-814c-000c2902c387	Pestivirus A	RG1	3052619	Orthopestivirus bovis	Pestivirus A
c0863203-6094-e511-814c-000c2902c387	Hapavirus mosqueiro	RG3	1972621	Hapavirus mosqueiro	Mosqueiro hapavirus
c0863203-6094-e511-814c-000c2902c387	Hapavirus mosqueiro	RG3	1972621	Hapavirus mosqueiro	Mosqueiro virus
c11a1221-6094-e511-814c-000c2902c387	Avipoxvirus quailpox	RG1	3426553	Avipoxvirus quailpox	Avipoxvirus quailpox
c13747eb-5f94-e511-814c-000c2902c387	Orthohantavirus khabarovskense	RG3	3052483	Orthohantavirus khabarovskense	Khabarovsk orthohantavirus
c13747eb-5f94-e511-814c-000c2902c387	Orthohantavirus khabarovskense	RG3	3052483	Orthohantavirus khabarovskense	Khabarovsk virus
c13747eb-5f94-e511-814c-000c2902c387	Orthohantavirus khabarovskense	RG3	3052483	Orthohantavirus khabarovskense	Topografov virus
c1957daf-5f94-e511-814c-000c2902c387	Varicellovirus bovinealpha1	RG1	3050243	Varicellovirus bovinealpha1	Bovine alphaherpesvirus 1
c1957daf-5f94-e511-814c-000c2902c387	Varicellovirus bovinealpha1	RG1	3050243	Varicellovirus bovinealpha1	Bovine herpesvirus type 1
c1957daf-5f94-e511-814c-000c2902c387	Varicellovirus bovinealpha1	RG1	3050243	Varicellovirus bovinealpha1	Bovine rhinotracheitis virus
c1957daf-5f94-e511-814c-000c2902c387	Varicellovirus bovinealpha1	RG1	3050243	Varicellovirus bovinealpha1	Infectious bovine rhinotracheitis virus
c1e13cf7-5f94-e511-814c-000c2902c387	Orthoreovirus mammalis type 4 Ndelle	RG2	179877	Mammalian orthoreovirus 4 Ndelle	Mammalian orthoreovirus type 4 Ndelle
c1e13cf7-5f94-e511-814c-000c2902c387	Orthoreovirus mammalis type 4 Ndelle	RG2	179877	Mammalian orthoreovirus 4 Ndelle	Ndelle virus
c1e13cf7-5f94-e511-814c-000c2902c387	Orthoreovirus mammalis type 4 Ndelle	RG2	179877	Mammalian orthoreovirus 4 Ndelle	Orthoreovirus mammalis type 4 Ndelle
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10570	Alphapapillomavirus 12	11 (Alphapapillomavirus 12)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10570	Alphapapillomavirus 12	Macaca fascicularis papillomaviruses 3
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10570	Alphapapillomavirus 12	Macaca fuscata papillomavirus 1 (Alphapapillomavirus 12)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10570	Alphapapillomavirus 12	Macaca mulatta papillomavirus 1 (Alphapapillomavirus 12)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10570	Alphapapillomavirus 12	Papio hamadryas papillomavirus 1 (Alphapapillomavirus 12)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10573	human papillomavirus 13	human papillomavirus 13
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10580	human papillomavirus 11	Human papillomavirus 11
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10585	human papillomavirus 31	human papillomavirus 31
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10586	human papillomavirus 33	human papillomavirus 33
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10587	human papillomavirus 35	human papillomavirus 35
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10588	human papillomavirus 39	human papillomavirus 39
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10591	human papillomavirus 43	human papillomavirus 43
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10592	human papillomavirus 44	human papillomavirus 44
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10593	human papillomavirus 45	human papillomavirus 45
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10595	human papillomavirus 51	human papillomavirus 51
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10596	human papillomavirus 56	human papillomavirus 56
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10598	human papillomavirus 58	human papillomavirus 58
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10614	Human papillomavirus 3	Human papillomaviruses 3
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	10615	human papillomavirus 40	human papillomavirus 40
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	120381	human papillomavirus 87	human papillomavirus 87
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	1297549	Human papillomavirus type 78	Human papillomavirus type 78
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	150546	human papillomavirus 84	human papillomavirus 84
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	1671798	Human papillomavirus type 54	Human papillomavirus 54 (Alphapapillomavirus 13)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	171370	human papillomavirus 86	human papillomavirus 86
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	202250	human papillomavirus 89	human papillomavirus 89
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	2511996	Pan paniscus papillomavirus 1	Pan paniscus papillomavirus 1 (Alphapapillomavirus 10)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	260717	Human papillomavirus 94	Human papillomavirus 94
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	2759889	Colobus guereza papillomavirus 1	Colobus guereza papillomavirus 1 (Alphapapillomavirus 14)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	2848423	human papillomavirus 85	human papillomavirus 85
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333752	human papillomavirus 27	human papillomavirus 27
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333754	Alphapapillomavirus 10	74 (Alphapapillomavirus 10)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333754	Alphapapillomavirus 10	Human papillomaviruses 6
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333757	Alphapapillomavirus 8	91 (Alphapapillomavirus 8)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333757	Alphapapillomavirus 8	Human papillomaviruses 7
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333759	human papillomavirus 10	Human papillomavirus 10
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333760	Human papillomavirus 16	Human papillomaviruses 16
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333765	Human papillomavirus type 53	Human papillomavirus type 53
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333767	Alphapapillomavirus 3	114 (Alphapapillomavirus 3)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333767	Alphapapillomavirus 3	Human papillomaviruses 61
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333769	Human papillomavirus type 90	Human papillomavirus type 90
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333770	human papillomavirus 72	human papillomavirus 72
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333771	human papillomavirus 81	human papillomavirus 81
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	333772	human papillomavirus 83	human papillomavirus 83
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	334210	human papillomavirus 62	human papillomavirus 62
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337039	Alphapapillomavirus 2	160 (Alphapapillomavirus 2)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337041	Alphapapillomavirus 9	67 (Alphapapillomavirus 9)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337042	Alphapapillomavirus 7	97 (Alphapapillomavirus 7)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337042	Alphapapillomavirus 7	Human papillomaviruses 18
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337043	Alphapapillomavirus 4	57 (Alphapapillomavirus 4)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337043	Alphapapillomavirus 4	Human papillomaviruses 2
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337044	Alphapapillomavirus 5	82 (Alphapapillomavirus 5)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337044	Alphapapillomavirus 5	Human papillomaviruses 26
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337048	Alphapapillomavirus 1	42 (Alphapapillomavirus 1)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337048	Alphapapillomavirus 1	Human papillomaviruses 32
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337049	Alphapapillomavirus 11	73 (Alphapapillomavirus 11)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337049	Alphapapillomavirus 11	Human papillomaviruses 34
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337050	Alphapapillomavirus 6	66 (Alphapapillomavirus 6)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	337050	Alphapapillomavirus 6	Human papillomaviruses 30
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	338327	human papillomavirus 102	human papillomavirus 102
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	37111	Human papillomavirus 28	Human papillomavirus 28
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	37112	Human papillomavirus 29	Human papillomavirus 29
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	37115	human papillomavirus 59	human papillomavirus 59
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	37116	Human papillomavirus type 61	Human papillomavirus type 61
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	37121	human papillomavirus 69	human papillomavirus 69
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	39457	Human papillomavirus type 70	Human papillomavirus type 70
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	45240	human papillomavirus 68	human papillomavirus 68
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	471182	Macaca fascicularis papillomavirus 4	Macaca fascicularis papillomavirus 4
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	471183	Macaca fascicularis papillomavirus 5	Macaca fascicularis papillomavirus 5
